,COUNT
68463,4
28017,4
13814,4
27921,4
12729,4
52581,4
56219,4
62311,4
26411,4
14826,4
32605,4
63462,4
74844,4
40009,4
52049,4
49955,4
48470,4
68342,4
61006,4
49871,4
61277,4
26424,4
36353,4
21864,4
64430,4
18035,4
47358,4
15136,4
55988,4
22551,4
70659,4
98554,4
72935,4
50632,4
95664,4
15026,4
26346,4
27946,4
61353,4
98593,4
41636,4
28393,4
05776,4
54625,4
15940,4
95972,4
18101,4
20628,4
50223,4
49958,4
08342,4
16671,4
81019,4
47060,4
48885,4
87357,4
72928,4
56035,4
42732,4
43347,4
56138,4
83431,4
29333,4
71354,4
57058,4
52140,4
49716,4
73092,4
55327,4
05448,4
61042,4
38339,4
49745,4
52583,4
46057,4
85204,4
18915,4
42214,4
36051,4
65446,4
14728,4
96033,4
67137,4
29563,4
61411,4
29694,4
12502,4
13679,4
64742,4
87520,4
87728,4
13469,4
46156,4
83857,4
67740,4
14860,4
82515,4
98323,4
15753,4
23894,4
61233,4
47037,4
62028,4
49287,4
72669,4
19555,4
88325,4
23050,4
65011,4
12495,4
74459,4
75762,4
49812,4
78368,4
17062,4
21053,4
15349,4
67557,4
98569,4
85920,4
98822,4
10933,4
24924,4
41503,4
50535,4
70662,4
84714,4
31076,4
21856,4
66026,4
72312,4
06793,4
15086,4
40914,4
79852,4
55702,4
97346,4
62356,4
20765,4
47649,4
16749,4
55951,4
40357,4
48482,4
81221,4
61070,4
72865,4
04772,4
74852,4
68784,4
68303,4
28510,4
46979,4
29329,4
83656,4
53573,4
48460,4
80927,4
99171,4
75565,4
31007,4
83346,4
24882,4
60918,4
25264,4
64670,4
61872,4
15034,4
59482,4
94509,4
47597,4
30645,4
60556,4
48764,4
54646,4
71941,4
64859,4
51541,4
41397,4
46165,4
76569,4
49436,4
56127,4
49962,4
50604,4
21056,4
19504,4
15748,4
16041,4
43735,4
62463,4
62635,4
76902,4
52635,4
07839,4
57551,4
71333,4
08218,4
49276,4
31567,4
25692,4
63369,4
25614,4
26714,4
36046,4
67548,4
72728,4
25977,4
74402,4
24328,4
31552,4
52758,4
55704,4
35648,4
93932,4
88419,4
63030,4
30639,4
73768,4
51007,4
20174,4
05702,4
71826,4
84028,4
51030,4
62085,4
87941,4
97143,4
31049,4
02535,4
17017,4
66508,4
47941,4
27261,4
99581,4
75942,4
87828,4
46951,4
68626,4
77435,4
99830,4
18081,4
46225,4
13067,4
67560,4
62536,4
24070,4
1178,4
32185,4
62885,4
72682,4
96009,4
51556,4
61430,4
68644,4
22514,4
66853,4
21162,4
17857,4
04271,4
78954,4
72026,4
52165,4
54471,4
84071,4
53944,4
43974,4
62367,4
13832,4
42133,4
47949,4
80471,4
16063,4
07428,4
87829,4
38387,4
78837,4
04773,4
49777,4
07418,4
05161,4
76518,4
36555,4
95689,4
39647,4
93235,4
62998,4
35097,4
66748,4
28727,4
62338,4
52756,4
16351,4
15937,4
75411,4
53943,4
79014,4
46941,4
12436,4
47352,4
21640,4
51563,4
54731,4
62893,4
39877,4
15956,4
34945,4
15629,4
18465,4
41776,4
61263,4
68008,4
57533,4
04029,4
67543,4
61325,4
68760,4
08837,4
64448,4
42156,4
80720,4
17302,4
18055,4
75488,4
96048,4
14710,4
19520,4
67431,4
61476,4
23947,4
19559,4
46702,4
72950,4
47162,4
12496,4
61771,4
97348,4
3549,4
18913,4
46784,4
28609,4
84063,4
12017,4
90067,4
33960,4
26574,4
92263,4
3244,4
68420,4
15675,4
31549,4
68733,4
23107,4
18851,4
38037,4
03780,4
78402,4
12195,4
16680,4
40840,4
18963,4
89428,4
26662,4
02190,4
52134,4
56556,4
23488,4
14516,4
04786,4
57274,4
76055,4
03850,4
15046,4
89046,4
15043,4
77878,4
37151,4
24314,4
90255,4
21714,4
72336,4
71256,4
67363,4
41052,4
71230,4
61378,4
45328,4
46075,4
57278,4
06756,4
77968,4
57658,4
86343,4
64755,4
46376,4
50569,4
71336,4
48435,4
63787,4
63438,4
56349,4
13687,4
92281,4
56270,4
83449,4
80825,4
61317,4
23184,4
95045,4
10020,4
31980,4
62972,4
56090,4
55949,4
88044,4
43801,4
98068,4
74956,4
62011,4
72051,4
30903,4
26636,4
64637,4
19486,4
47925,4
83626,4
29479,4
61417,4
56134,4
26147,4
88341,4
16740,4
33846,4
59089,4
23119,4
99746,4
03810,4
18507,4
43750,4
62277,4
73530,4
67467,4
26720,4
50554,4
55602,4
02643,4
13477,4
29528,4
25076,4
99740,4
87316,4
76250,4
93645,4
59643,4
54805,4
31416,4
41360,4
3,4
65541,4
69217,4
05469,4
38460,4
77650,4
36318,4
93653,4
95957,4
01039,4
11568,4
64834,4
67127,4
12531,4
17938,4
95567,4
40815,4
49081,4
12942,4
81022,4
95129,4
87573,4
12491,4
12432,4
12165,4
98590,4
62242,4
56339,4
74456,4
22741,4
52563,4
98303,4
81148,4
68815,4
45363,4
62424,4
56236,4
01245,4
33970,4
04479,4
04236,4
19374,4
18917,4
53006,4
61030,4
72644,4
81423,4
27204,4
39867,4
14170,4
12740,4
30663,4
30007,4
12776,4
89427,4
40370,4
13635,4
89830,4
12094,4
08403,4
17030,4
73848,4
03268,4
12448,4
30081,4
71414,4
87548,4
64072,4
16327,4
17723,4
94957,4
85305,4
59916,4
58012,4
55738,4
75849,4
61442,4
76261,4
44422,4
76872,4
35461,4
63782,4
13362,4
56132,4
41773,4
55026,4
24599,4
30289,4
99785,4
13807,4
67835,4
25922,4
03227,4
52327,4
38569,4
43407,4
31044,4
05357,4
55925,4
25666,4
58351,4
41616,4
69339,4
63868,4
16230,4
66857,4
54007,4
62979,4
56571,4
80832,4
42753,4
41819,4
39324,4
27047,4
06380,4
37351,4
05820,4
45633,4
TAYL0,4
04952,4
82727,4
23070,4
25062,4
70591,4
40178,4
55926,4
54750,4
19376,4
62621,4
65777,4
67149,4
57036,4
01347,4
72427,4
52324,4
18834,4
65456,4
52552,4
54511,4
48865,4
67448,4
93261,4
62825,4
57566,4
18014,4
70778,4
62345,4
50225,4
61917,4
50025,4
23423,4
55742,4
08319,4
54213,4
56592,4
21664,4
61570,4
28447,4
93562,4
72141,4
68924,4
14136,4
25083,4
56521,4
62688,4
13302,4
78559,4
94505,4
16059,4
04988,4
67210,4
42724,4
34141,4
23407,4
38641,4
13775,4
99540,4
50655,4
84331,4
29516,4
96096,4
56757,4
81041,4
75448,4
76681,4
68133,4
83541,4
37375,4
49825,4
58366,4
13123,4
58421,4
24606,4
67952,4
99640,4
42882,4
54622,4
53522,4
15936,4
30473,4
42453,4
25972,4
18617,4
56323,4
93607,4
21645,4
12923,4
86022,4
67016,4
99032,4
13696,4
92886,4
97447,4
12167,4
53585,4
14061,4
61489,4
27819,4
41622,4
12457,4
44215,4
46796,4
06023,4
32320,4
50630,4
31072,4
84620,4
48749,4
13117,4
66031,4
01903,4
95540,4
42032,4
23023,4
49902,4
32639,4
15427,4
30301,4
56221,4
97495,4
54627,4
50860,4
66041,4
80624,4
37228,4
83452,4
50469,4
17507,4
16107,4
44661,4
35760,4
95639,4
50210,4
97544,4
13110,4
58254,4
55982,4
61234,4
47946,4
66724,4
16426,4
73762,4
70528,4
87827,4
12076,4
61472,4
71972,4
54653,4
31790,4
74046,4
71259,4
97533,4
58502,4
06785,4
50155,4
10932,4
65254,4
94928,4
47545,4
08555,4
66094,4
57001,4
30420,4
54813,4
19031,4
83809,4
47359,4
52216,4
65440,4
68920,4
34734,4
95950,4
70531,4
91020,4
15620,4
56756,4
28524,4
88267,4
97102,4
67360,4
48765,4
96024,4
08112,4
25882,4
92363,4
47515,4
61236,4
56282,4
99151,4
16720,4
62089,4
56162,4
97844,4
43445,4
55954,4
49683,4
56647,4
27845,4
26338,4
68859,4
35964,4
04434,4
14478,4
12116,4
04017,4
86325,4
24985,4
84332,4
26384,4
56248,4
04951,4
83320,4
75561,4
43084,4
08039,4
16923,4
47373,4
37715,4
67625,4
18070,4
99919,4
15424,4
72515,4
25070,4
28684,4
19375,4
80835,4
18821,4
79229,4
43625,4
53170,4
16037,4
73011,4
45307,4
65080,4
54556,4
59057,4
28471,4
66060,4
51048,4
28434,4
68810,4
52306,4
15333,4
26412,4
38449,4
37897,4
85173,4
52345,4
17518,4
87046,4
21723,4
33438,4
66422,4
50626,4
55959,4
64084,4
56713,4
62674,4
59758,4
99118,4
84040,4
78599,4
54111,4
50027,4
97021,4
14786,4
56284,4
05734,4
59720,4
46071,4
13360,4
75832,4
77617,4
98330,4
42502,4
27925,4
41831,4
29914,4
88311,4
46508,4
60934,4
76471,4
98582,4
41174,4
54819,4
26369,4
16442,4
80650,4
38568,4
15728,4
36548,4
13122,4
50480,4
28509,4
23833,4
13813,4
15954,4
62655,4
54412,4
87931,4
64842,4
45222,4
49611,4
72055,4
54922,4
27359,4
17502,4
66856,4
36316,4
54941,4
62017,4
69043,4
03832,4
25173,4
55312,4
66846,4
12022,4
18109,4
38362,4
69022,4
60072,4
13632,4
13611,4
21131,4
38953,4
99115,4
05842,4
72360,4
41254,4
44033,4
16940,4
63377,4
54465,4
35442,4
42460,4
48401,4
61062,4
80645,4
13156,4
83825,3
68421,3
77882,3
47230,3
50173,3
83823,3
08557,3
68347,3
85618,3
62036,3
57744,3
22847,3
93451,3
25686,3
67553,3
99773,3
64661,3
25187,3
78569,3
15038,3
16223,3
30119,3
74824,3
84520,3
54765,3
38549,3
76634,3
66930,3
12471,3
28109,3
63471,3
43051,3
80640,3
98158,3
67743,3
60121,3
99612,3
57441,3
67484,3
12783,3
93666,3
73632,3
27612,3
04675,3
26443,3
14035,3
62862,3
84602,3
56176,3
22161,3
12072,3
51579,3
41547,3
33001,3
17267,3
35462,3
17072,3
78235,3
67120,3
24483,3
95701,3
45004,3
12431,3
28542,3
31305,3
50561,3
33051,3
76687,3
23076,3
60968,3
49227,3
43439,3
71479,3
19373,3
30558,3
66411,3
99739,3
99716,3
61426,3
36279,3
15692,3
94547,3
12574,3
51548,3
25031,3
60536,3
30732,3
47535,3
38577,3
41250,3
94528,3
33847,3
32538,3
0382,3
38251,3
54740,3
55780,3
99683,3
35616,3
31020,3
95043,3
71751,3
75437,3
54247,3
92339,3
77552,3
89042,3
82513,3
41045,3
31555,3
49027,3
45201,3
39572,3
47437,3
71965,3
97461,3
23804,3
47011,3
56042,3
30604,3
56728,3
59086,3
15618,3
23845,3
45897,3
29375,3
54767,3
68862,3
57231,3
96078,3
14822,3
4289,3
35670,3
66761,3
12725,3
43925,3
84339,3
55979,3
32709,3
74878,3
13754,3
84086,3
67355,3
16647,3
33927,3
98623,3
49816,3
60929,3
16423,3
57269,3
25907,3
56218,3
72165,3
20758,3
46345,3
17850,3
26560,3
13739,3
87936,3
52305,3
92518,3
56060,3
36202,3
37662,3
56576,3
24873,3
80623,3
96759,3
32461,3
56552,3
80468,3
67361,3
52146,3
81332,3
4553,3
02054,3
52209,3
16839,3
17221,3
80741,3
95614,3
70082,3
72930,3
13305,3
67466,3
57568,3
74332,3
99330,3
45616,3
17965,3
49263,3
97820,3
32658,3
78933,3
24322,3
49874,3
14821,3
72214,3
809,3
57330,3
38565,3
65262,3
21107,3
54488,3
18333,3
56117,3
64466,3
16650,3
55090,3
15311,3
62248,3
23001,3
60961,3
03609,3
84338,3
84525,3
31094,3
56758,3
19453,3
86018,3
24217,3
66527,3
16143,3
79248,3
73759,3
97413,3
64102,3
04462,3
56255,3
61737,3
87521,3
12958,3
84742,3
04630,3
22576,3
78619,3
08828,3
29321,3
37891,3
19035,3
92673,3
38302,3
13426,3
49791,3
14542,3
23358,3
50439,3
95237,3
16142,3
12565,3
29453,3
43117,3
35543,3
56727,3
45820,3
13640,3
62883,3
50105,3
28735,3
83434,3
43323,3
36871,3
15698,3
82213,3
71003,3
16693,3
52322,3
38927,3
02651,3
61458,3
56023,3
15827,3
25267,3
61831,3
23028,3
41723,3
82223,3
01262,3
49822,3
99772,3
61283,3
56654,3
15676,3
71471,3
29171,3
38954,3
51248,3
16350,3
32653,3
61059,3
61345,3
45332,3
88263,3
68956,3
54836,3
99832,3
11749,3
70440,3
25251,3
92656,3
24265,3
76630,3
65774,3
65609,3
89,3
58784,3
12788,3
94021,3
28788,3
76577,3
97063,3
55983,3
99764,3
24076,3
.,3
75121,3
19951,3
67876,3
56657,3
68002,3
17265,3
86005,3
74062,3
47465,3
36511,3
88301,3
40949,3
64866,3
58530,3
31908,3
59936,3
62361,3
23147,3
35184,3
95526,3
64485,3
59717,3
32437,3
42087,3
62672,3
47464,3
1904,3
59443,3
47849,3
11962,3
25851,3
13628,3
50847,3
15772,3
43905,3
20168,3
23450,3
99765,3
01307,3
48721,3
04004,3
41472,3
68103,3
24716,3
50557,3
86023,3
62479,3
15367,3
26030,3
13493,3
93441,3
72441,3
18039,3
93624,3
61333,3
61884,3
67425,3
52042,3
42254,3
14872,3
57252,3
35544,3
58033,3
44659,3
13063,3
70781,3
84779,3
56646,3
67877,3
17306,3
04056,3
66951,3
65722,3
16055,3
02331,3
32813,3
91001,3
64490,3
97857,3
23018,3
81433,3
77512,3
74045,3
17855,3
31077,3
38457,3
64451,3
97825,3
64724,3
72826,3
83464,3
48758,3
47631,3
40052,3
35006,3
21607,3
58036,3
54936,3
92207,3
54921,3
18457,3
45353,3
54846,3
56039,3
13368,3
21762,3
75560,3
68883,3
01378,3
12726,3
62996,3
15012,3
24751,3
93513,3
75573,3
63360,3
48762,3
25036,3
17253,3
50440,3
06350,3
03582,3
1421,3
95223,3
56280,3
45860,3
58727,3
12770,3
77078,3
36075,3
18030,3
41567,3
55778,3
61815,3
65702,3
52351,3
54232,3
54623,3
05677,3
80131,3
75247,3
22650,3
97011,3
72414,3
65068,3
95712,3
35552,3
01718,3
84649,3
98448,3
99692,3
98815,3
76253,3
65626,3
59740,3
10505,3
17024,3
38473,3
48733,3
46950,3
53088,3
22736,3
29904,3
17009,3
68866,3
61235,3
57018,3
71030,3
56534,3
27866,3
29082,3
17041,3
80840,3
97730,3
62903,3
40807,3
14867,3
12921,3
89412,3
64436,3
65034,3
54210,3
16406,3
26348,3
62344,3
54540,3
47639,3
35186,3
13473,3
36783,3
67215,3
12442,3
80474,3
61039,3
81432,3
54428,3
12082,3
52157,3
99033,3
08329,3
95944,3
29000,3
72856,3
64769,3
45893,3
24132,3
48404,3
83604,3
51575,3
23844,3
58735,3
21766,3
56447,3
33930,3
62874,3
16402,3
97039,3
50540,3
54642,3
81146,3
94515,3
61367,3
67054,3
71345,3
19109,3
68770,3
04020,3
55053,3
22976,3
87824,3
56550,3
66090,3
43336,3
13740,3
15450,3
482,3
83524,3
94596,3
18615,3
67118,3
61486,3
41465,3
45234,3
13833,3
74902,3
32432,3
59934,3
72860,3
23066,3
36042,3
43010,3
48619,3
16417,3
77391,3
13625,3
84309,3
38721,3
23962,3
70038,3
55953,3
75750,3
66420,3
18472,3
85632,3
05747,3
20142,3
87723,3
45776,3
57034,3
68842,3
27965,3
23183,3
53810,3
86438,3
68787,3
92070,3
12853,3
28737,3
46910,3
85603,3
57072,3
43458,3
30539,3
73938,3
65354,3
13685,3
25573,3
14481,3
16057,3
87510,3
81039,3
63650,3
46013,3
56375,3
72205,3
4434,3
50066,3
45809,3
35115,3
66091,3
80420,3
75481,3
95621,3
43006,3
24484,3
60539,3
20860,3
56212,3
83237,3
03455,3
56536,3
26237,3
78039,3
26337,3
99708,3
27876,3
23316,3
46340,3
83627,3
08041,3
78131,3
89008,3
25088,3
08758,3
96028,3
32622,3
45361,3
54648,3
84306,3
44678,3
81154,3
74729,3
54932,3
53947,3
56518,3
72566,3
25119,3
06263,3
90717,3
14769,3
47983,3
43791,3
27355,3
26676,3
4,3
57022,3
85044,3
04226,3
43916,3
70076,3
22437,3
49768,3
99766,3
70397,3
77501,3
63463,3
57077,3
95925,3
24817,3
12129,3
07979,3
83278,3
71670,3
80523,3
16829,3
49675,3
50002,3
36351,3
15321,3
31018,3
26263,3
6480,3
24827,3
75153,3
93226,3
49826,3
49873,3
15546,3
17246,3
13777,3
29597,3
14065,3
87565,3
17582,3
54120,3
22081,3
42327,3
50624,3
23857,3
83855,3
29629,3
97369,3
30257,3
98585,3
55019,3
48250,3
31532,3
24834,3
99131,3
81091,3
48857,3
55703,3
05660,3
35490,3
95232,3
58240,3
57751,3
04413,3
56178,3
95974,3
25534,3
65640,3
45111,3
03817,3
93528,3
42653,3
05905,3
54538,3
18850,3
96017,3
99166,3
27291,3
57577,3
87523,3
49818,3
2956,3
40036,3
97449,3
12789,3
29434,3
56311,3
60502,3
64739,3
32697,3
48913,3
99606,3
79068,3
14126,3
50236,3
48738,3
14892,3
55974,3
54537,3
65050,3
02476,3
58040,3
42170,3
14435,3
29152,3
33944,3
97410,3
94511,3
73031,3
78161,3
15083,3
77560,3
92093,3
17060,3
81331,3
42649,3
46183,3
36525,3
70762,3
26405,3
93651,3
83841,3
51241,3
51046,3
17575,3
15027,3
12583,3
57446,3
64653,3
62077,3
49884,3
51453,3
90621,3
74825,3
36273,3
19358,3
66017,3
73724,3
68875,3
09777,3
66956,3
79536,3
76475,3
30757,3
15340,3
62215,3
94513,3
55052,3
23968,3
20690,3
48807,3
08340,3
72327,3
14027,3
50675,3
52307,3
54527,3
36304,3
20629,3
41216,3
61272,3
62241,3
53554,3
62894,3
67346,3
66506,3
93014,3
63350,3
51441,3
76624,3
61451,3
54024,3
34637,3
57456,3
13320,3
56064,3
56448,3
50070,3
06075,3
68783,3
32358,3
49740,3
63345,3
23398,3
42320,3
54228,3
65263,3
34441,3
83223,3
18829,3
53013,3
98542,3
42518,3
0000,3
26680,3
18955,3
94567,3
24957,3
54967,3
35559,3
97810,3
24635,3
08738,3
70784,3
52646,3
40060,3
62639,3
56111,3
61279,3
60922,3
57766,3
05067,3
63747,3
58438,3
13138,3
04265,3
92397,3
70463,3
51543,3
14174,3
17323,3
52151,3
10501,3
42081,3
70732,3
68526,3
79370,3
13402,3
46920,3
74431,3
16929,3
21841,3
10527,3
50136,3
49751,3
13744,3
54547,3
69337,3
13750,3
87742,3
18,3
80705,3
21650,3
26520,3
59935,3
72768,3
07088,3
24984,3
17058,3
98813,3
54772,3
76544,3
70404,3
56350,3
34228,3
78058,3
23110,3
06262,3
05054,3
89430,3
13420,3
27022,3
66869,3
424,3
94561,3
93962,3
99572,3
21027,3
61941,3
74423,3
25817,3
24647,3
82943,3
13674,3
64689,3
55708,3
9965,3
52312,3
29009,3
28902,3
11960,3
49918,3
36052,3
29536,3
83025,3
61749,3
26141,3
58356,3
87538,3
17266,3
63073,3
80497,3
60180,3
79730,3
74042,3
98224,3
02188,3
18832,3
99034,3
50514,3
62330,3
03586,3
74366,3
25719,3
97029,3
72683,3
02542,3
47636,3
26761,3
57735,3
10597,3
54420,3
84001,3
60967,3
34143,3
08323,3
38869,3
23939,3
54746,3
23032,3
26437,3
43711,3
73639,3
77426,3
61955,3
9,3
28553,3
73749,3
65629,3
96013,3
61720,3
62523,3
18426,3
56735,3
55798,3
54962,3
14427,3
76880,3
21130,3
85307,3
30285,3
95325,3
82732,3
35149,3
16744,3
97830,3
61470,3
51001,3
72413,3
94586,3
15553,3
21741,3
37376,3
17957,3
47970,3
42374,3
62810,3
78573,3
56585,3
76372,3
55763,3
32072,3
23500,3
89557,3
67347,3
95636,3
66501,3
94963,3
15054,3
51355,3
66742,3
08810,3
95690,3
13646,3
09017,3
25853,3
28667,3
62273,3
13143,3
50603,3
12439,3
39859,3
60549,3
48303,3
18241,3
15681,3
95956,3
54437,3
71449,3
84637,3
1095,3
20868,3
55756,3
50676,3
21810,3
71356,3
05730,3
16102,3
68460,3
23021,3
56245,3
73027,3
64873,3
14515,3
60924,3
71369,3
12842,3
07062,3
71029,3
86046,3
25857,3
92870,3
73019,3
50048,3
31624,3
58257,3
30036,3
96729,3
98650,3
25145,3
50653,3
02575,3
55931,3
12843,3
53192,3
52039,3
84006,3
29026,3
72702,3
54652,3
10519,3
68320,3
87731,3
72528,3
83547,3
80916,3
46573,3
82649,3
83523,3
38944,3
08241,3
95416,3
62943,3
93673,3
02159,3
50421,3
60553,3
60953,3
17560,3
92202,3
60974,3
99113,3
70550,3
58746,3
17771,3
94572,3
15622,3
61363,3
31832,3
50590,3
59749,3
66428,3
73453,3
50659,3
26419,3
75164,3
24378,3
38589,3
18845,3
84311,3
40328,3
51243,3
28424,3
52202,3
57788,3
55969,3
51533,3
97326,3
67556,3
99650,3
98396,3
05848,3
16743,3
00121,3
54027,3
52223,3
35580,3
30140,3
29714,3
15551,3
55361,3
66858,3
05463,3
58482,3
20060,3
13503,3
12149,3
54761,3
00767,3
02420,3
31202,3
08870,3
83216,3
46778,3
86,3
63384,3
11975,3
13489,3
56734,3
41365,3
21071,3
73455,3
95549,3
52318,3
75755,3
66546,3
12749,3
52332,3
45033,3
23501,3
45115,3
50468,3
65682,3
23347,3
74050,3
61863,3
62538,3
13318,3
88048,3
53911,3
82730,3
80905,3
73029,3
63821,3
66845,3
14858,3
72079,3
76934,3
14145,3
42441,3
49033,3
30456,3
15310,3
59760,3
40157,3
93606,3
77612,3
23879,3
83867,3
72202,3
85331,3
43618,3
49831,3
43934,3
95652,3
45158,3
25141,3
99660,3
45388,3
16677,3
51024,3
88124,3
68790,3
16854,3
17776,3
36280,3
05845,3
65444,3
12915,3
55945,3
27943,3
25837,3
49876,3
88424,3
53920,3
41812,3
66949,3
48233,3
39739,3
85035,3
56166,3
70750,3
68713,3
12926,3
17271,3
61315,3
92677,3
24826,3
62659,3
31045,3
58374,3
98645,3
38649,3
30669,3
54418,3
84639,3
22436,3
77542,3
96146,3
43126,3
90265,3
35130,3
26601,3
93024,3
84772,3
40835,3
12957,3
22538,3
67514,3
67442,3
47519,3
26810,3
56754,3
39745,3
61539,3
61284,3
25965,3
72108,3
22134,3
12472,3
95306,3
15927,3
92672,3
95364,3
78560,3
21523,3
73860,3
80815,3
16229,3
36258,3
99552,3
86334,3
52754,3
38928,3
56574,3
51061,3
39827,3
80425,3
12115,3
96059,3
80722,3
93450,3
66732,3
13846,3
12969,3
18246,3
46915,3
47860,3
27937,3
21538,3
27972,3
63541,3
47357,3
25081,3
61480,3
62556,3
95873,3
23959,3
41040,3
15737,3
11003,3
39077,3
63953,3
87328,3
23514,3
14873,3
48710,3
44844,3
62817,3
41128,3
75930,3
76057,3
97486,3
63036,3
33855,3
23512,3
60444,3
13486,3
86331,3
57380,3
48828,3
73033,3
04740,3
56639,3
87024,3
17532,3
07935,3
40845,3
35739,3
08313,3
30631,3
47034,3
47225,3
65439,3
66734,3
05858,3
37691,3
49268,3
46511,3
76444,3
88038,3
22640,3
13694,3
07863,3
99678,3
61770,3
13839,3
96725,3
50538,3
21610,3
26716,3
84645,3
63041,3
27825,3
28533,3
24236,3
50466,3
26203,3
56170,3
76877,3
21869,3
77975,3
38030,3
49870,3
15018,3
05647,3
66537,3
22713,3
80614,3
56733,3
45358,3
92242,3
81430,3
80860,3
65543,3
54841,3
99753,3
56289,3
42285,3
2726,3
54014,3
30151,3
56063,3
42788,3
82321,3
64641,3
18091,2
75786,2
16133,2
55605,2
63635,2
96774,2
7,2
15687,2
18244,2
15628,2
19301,2
68050,2
61565,2
15831,2
45132,2
52201,2
46981,2
12752,2
95559,2
98817,2
24849,2
28581,2
07058,2
86549,2
57258,2
62438,2
36482,2
45870,2
14041,2
93517,2
64090,2
90630,2
99545,2
16421,2
61440,2
57075,2
17946,2
54545,2
56502,2
87524,2
43970,2
14111,2
24658,2
76481,2
66939,2
95328,2
66746,2
79923,2
38957,2
66544,2
08858,2
80452,2
13849,2
50566,2
27602,2
67436,2
68431,2
13112,2
10,2
12979,2
48874,2
77977,2
17052,2
25862,2
49827,2
20130,2
46940,2
53543,2
66550,2
97839,2
13731,2
96357,2
95456,2
24962,2
47853,2
68758,2
92372,2
31799,2
94113,2
64440,2
54211,2
41159,2
39166,2
99632,2
31649,2
63543,2
79917,2
15962,2
30118,2
61260,2
65243,2
56519,2
23416,2
16427,2
5578,2
45866,2
20686,2
21634,2
49744,2
51022,2
96006,2
52335,2
50272,2
88321,2
39102,2
94613,2
17856,2
68726,2
62947,2
61414,2
27835,2
95335,2
50634,2
04351,2
12743,2
18629,2
62436,2
30638,2
98305,2
35079,2
24943,2
13328,2
59028,2
10578,2
27852,2
16640,2
55326,2
66449,2
16927,2
25664,2
87,2
36432,2
12864,2
62954,2
99641,2
22463,2
79358,2
87734,2
99802,2
21733,2
83848,2
92327,2
79039,2
80101,2
28452,2
64750,2
71678,2
25936,2
12514,2
47226,2
46913,2
62051,2
34218,2
66020,2
74002,2
47282,2
62950,2
91330,2
87575,2
45301,2
90086,2
01508,2
18356,2
46144,2
99614,2
63140,2
84327,2
6252,2
13355,2
54169,2
02722,2
59214,2
18405,2
75085,2
12858,2
64623,2
36205,2
46531,2
16933,2
99824,2
54137,2
97331,2
41044,2
46128,2
45,2
32447,2
22211,2
49239,2
63430,2
07484,2
30773,2
40858,2
82839,2
72005,2
79853,2
84746,2
22438,2
48870,2
38677,2
63763,2
27923,2
48200,2
18451,2
49880,2
96563,2
16056,2
28343,2
46048,2
67860,2
40808,2
16259,2
15322,2
62867,2
15062,2
39846,2
52346,2
45352,2
75839,2
99179,2
47453,2
87531,2
16613,2
26562,2
82845,2
49967,2
18931,2
52737,2
74859,2
55717,2
81123,2
70505,2
17968,2
95312,2
65745,2
28520,2
51034,2
80451,2
61261,2
87930,2
94500,2
05902,2
84083,2
42361,2
97543,2
48830,2
31810,2
52344,2
25685,2
71962,2
95528,2
47869,2
60952,2
95668,2
33849,2
65013,2
58463,2
67117,2
47858,2
56384,2
74766,2
49817,2
35054,2
84052,2
99725,2
62965,2
47975,2
12530,2
80743,2
79711,2
83542,2
22535,2
18077,2
32403,2
99143,2
23313,2
57564,2
38048,2
95468,2
65324,2
89021,2
56511,2
88042,2
3831,2
97364,2
53935,2
25103,2
42152,2
78563,2
99139,2
65014,2
17211,2
87027,2
98647,2
51017,2
58642,2
79350,2
57035,2
49835,2
83866,2
54159,2
RIC,2
87045,2
40820,2
67523,2
36350,2
12861,2
59006,2
45235,2
14550,2
84051,2
66943,2
48426,2
58379,2
35582,2
64028,2
79010,2
49748,2
04658,2
15641,2
43717,2
50837,2
24469,2
13081,2
69350,2
98641,2
99841,2
78406,2
97843,2
99769,2
17071,2
58651,2
63530,2
52755,2
43371,2
97834,2
16054,2
80025,2
36722,2
26137,2
68041,2
49209,2
50836,2
15338,2
68720,2
57435,2
88023,2
26675,2
87018,2
68865,2
15672,2
97036,2
03907,2
60113,2
19017,2
56711,2
57038,2
58480,2
04966,2
50012,2
49726,2
59337,2
54214,2
04747,2
16242,2
16024,2
77043,2
67849,2
28587,2
78940,2
61344,2
54737,2
51033,2
52746,2
50026,2
20131,2
61337,2
78950,2
16,2
77834,2
68940,2
17568,2
35956,2
35979,2
26434,2
57270,2
79059,2
22005,2
84760,2
72207,2
68520,2
88132,2
25632,2
12997,2
47141,2
95715,2
52158,2
61416,2
99130,2
74469,2
45389,2
38402,2
92580,2
87007,2
92341,2
33831,2
64747,2
67516,2
93652,2
51651,2
73538,2
60109,2
35656,2
99558,2
14723,2
34478,2
08320,2
93061,2
95960,2
71128,2
04978,2
61882,2
12575,2
73022,2
17213,2
16340,2
08023,2
97450,2
62045,2
35458,2
58788,2
49910,2
95571,2
99736,2
70772,2
93201,2
44690,2
35091,2
78593,2
36079,2
05837,2
57024,2
62843,2
63549,2
96084,2
07854,2
16735,2
50163,2
93244,2
8,2
68941,2
87831,2
85209,2
303,2
75574,2
12459,2
83546,2
41317,2
14475,2
16843,2
46502,2
71210,2
87529,2
12405,2
57543,2
94000,2
98829,2
94101,2
97901,2
83548,2
35772,2
97130,2
95607,2
63951,2
06856,2
76632,2
76957,2
48037,2
81210,2
31081,2
